Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
612,4844,1,3,3,2023,Downtown,Poor,No,99966
545,4636,4,4,2,1986,Urban,Good,Yes,535119
772,735,5,3,3,1987,Downtown,Excellent,No,179909
1420,3674,4,4,3,1969,Urban,Good,Yes,652288
1042,1886,1,4,1,1922,Rural,Poor,No,532757
1790,2928,1,3,3,1957,Rural,Fair,Yes,536275
760,1842,3,2,2,1946,Rural,Fair,No,141665
383,4246,5,1,2,1921,Rural,Good,No,746631
1104,546,2,4,1,1972,Rural,Good,No,293761
974,4925,4,2,2,2015,Urban,Fair,Yes,66488
353,3244,5,2,3,1937,Rural,Fair,No,307443
1606,1514,5,1,3,1940,Suburban,Poor,Yes,330371
1826,785,3,1,2,1974,Downtown,Poor,Yes,736860
1037,3528,4,2,2,1910,Urban,Poor,Yes,797146
1108,3657,1,2,2,1996,Downtown,Fair,No,872614
495,4768,4,4,2,1986,Downtown,Fair,No,596120
394,3873,4,2,2,1909,Rural,Excellent,No,769918
1547,769,4,1,2,1993,Downtown,Poor,Yes,587488
465,3801,1,4,2,1979,Downtown,Excellent,No,272310
887,3572,3,4,1,2015,Rural,Poor,Yes,617456
1194,1889,4,1,1,1984,Downtown,Good,Yes,311538
367,3349,1,3,3,1973,Suburban,Excellent,Yes,589180
1894,2384,5,1,2,1937,Urban,Fair,Yes,336045
1874,737,1,1,3,1929,Suburban,Poor,Yes,61952
745,2328,2,4,2,1991,Suburban,Poor,No,327941
530,3203,3,2,1,1990,Urban,Good,Yes,257358
803,3212,5,3,3,1919,Downtown,Excellent,Yes,198940
1224,4181,1,3,2,1938,Suburban,Poor,Yes,96629
1979,2648,4,4,3,1980,Suburban,Poor,Yes,734153
1906,4744,4,1,1,1953,Suburban,Excellent,Yes,512753
1700,3041,1,1,2,1987,Downtown,Fair,No,969215
1545,4278,3,1,3,1980,Rural,Poor,Yes,535320
1314,4247,4,4,1,2006,Suburban,Fair,Yes,346280
307,4646,4,2,1,1938,Urban,Excellent,No,199748
1667,4348,1,1,1,1901,Rural,Fair,Yes,157154
863,1327,3,2,2,1908,Urban,Fair,Yes,52631
1567,2425,1,3,2,1938,Downtown,Fair,No,884760
531,970,2,2,3,2012,Downtown,Good,No,866015
655,2761,3,3,2,1959,Rural,Fair,Yes,428824
1260,2883,2,4,1,1906,Suburban,Good,Yes,881284
234,3604,2,2,3,1973,Downtown,Fair,Yes,515139
121,2481,4,2,2,1944,Rural,Poor,No,258072
1698,872,4,1,1,1991,Downtown,Excellent,No,168728
950,3951,2,1,1,1939,Rural,Poor,Yes,360625
618,637,3,3,2,2008,Suburban,Poor,No,384341
1179,4994,1,3,1,1932,Urban,Excellent,No,608236
308,4236,4,2,2,1959,Suburban,Poor,No,95177
136,3945,4,1,2,1914,Urban,Excellent,No,661882
555,2338,2,1,1,1920,Suburban,Poor,Yes,328252
1674,511,2,3,3,2015,Suburban,Poor,No,53657
584,2323,3,2,1,1924,Suburban,Excellent,No,821812
1641,4053,2,1,1,1991,Downtown,Poor,Yes,565329
671,3787,5,4,2,1922,Rural,Fair,Yes,971484
835,4219,1,3,2,1901,Downtown,Fair,No,752356
110,1559,1,3,2,1911,Downtown,Fair,Yes,699381
1165,4935,1,4,3,1948,Suburban,Good,No,200619
1960,3691,4,1,2,2005,Downtown,Poor,Yes,972532
1465,1249,1,1,2,1902,Urban,Fair,Yes,479201
1729,509,4,1,2,1993,Urban,Fair,No,51082
1243,2211,3,2,2,2006,Downtown,Excellent,Yes,722960
212,4699,2,4,1,1934,Downtown,Good,No,528193
1768,1741,2,2,2,1964,Downtown,Excellent,Yes,325261
1121,1434,1,4,1,2003,Urban,Good,Yes,210353
680,2575,3,1,2,1918,Downtown,Good,Yes,443238
1951,1093,2,1,1,2023,Downtown,Poor,No,153845
1839,840,5,2,1,1917,Downtown,Excellent,No,182871
412,3646,2,1,1,2019,Downtown,Good,No,728810
1325,4053,2,3,1,1970,Suburban,Excellent,No,353294
783,4143,5,4,3,2011,Suburban,Fair,No,928219
1346,4526,5,1,1,2009,Urban,Fair,Yes,614562
875,4033,4,1,2,1974,Downtown,Fair,No,64407
1653,4589,2,3,3,1977,Downtown,Excellent,Yes,446608
1279,2629,5,1,2,1943,Downtown,Good,Yes,282661
786,1752,4,2,1,1962,Suburban,Excellent,No,90725
1819,2179,3,3,2,1902,Suburban,Excellent,No,930507
1199,1436,1,4,2,2014,Downtown,Excellent,Yes,976932
808,2497,4,1,1,1929,Downtown,Good,No,674142
713,3063,3,1,1,1910,Rural,Poor,Yes,378042
1991,4827,4,4,1,1959,Suburban,Fair,Yes,834141
1660,1235,2,3,1,1935,Rural,Fair,No,992969
1191,2368,1,1,2,1976,Rural,Good,Yes,151096
1226,2140,5,2,1,1989,Urban,Fair,Yes,228872
603,1752,4,2,2,1968,Suburban,Poor,No,843294
271,3894,1,4,1,1945,Downtown,Poor,Yes,836351
1385,2933,1,2,1,1995,Suburban,Excellent,No,233951
232,1718,4,4,3,2005,Rural,Excellent,No,69455
50,3652,4,4,2,1935,Downtown,Fair,Yes,845016
463,3039,4,1,1,2004,Suburban,Good,Yes,663311
1106,900,1,1,2,1901,Urban,Excellent,No,62875
856,2943,3,3,3,1917,Urban,Excellent,No,100547
694,4706,5,2,3,1932,Urban,Excellent,No,133576
1552,1780,1,2,3,1923,Downtown,Good,Yes,354592
1873,1633,2,2,1,1900,Urban,Fair,Yes,324348
527,1896,1,2,1,1910,Urban,Good,No,765079
174,3011,1,4,2,1996,Urban,Fair,No,619071
721,3090,4,3,3,1906,Downtown,Fair,No,710709
415,3848,1,2,1,2018,Rural,Excellent,No,798609
238,1545,1,3,1,1933,Downtown,Fair,No,662840
1473,4165,4,4,1,1929,Urban,Poor,No,67903
1336,3701,1,2,2,1907,Suburban,Good,Yes,755255
1064,653,5,2,2,1938,Suburban,Poor,Yes,592247
24,2306,2,2,3,1976,Rural,Poor,Yes,447694
1767,4102,2,1,3,1905,Urban,Good,No,526870
64,3842,2,2,1,1943,Rural,Fair,Yes,66738
290,3306,3,2,1,1918,Downtown,Good,Yes,541599
189,3419,5,1,1,1931,Rural,Poor,Yes,828639
702,2475,2,4,1,1998,Rural,Excellent,Yes,978671
1815,3583,1,4,1,1959,Urban,Poor,No,647640
1138,3269,4,4,1,1908,Rural,Poor,Yes,918859
355,4545,2,2,2,2012,Rural,Fair,No,111600
417,1175,2,2,3,1963,Urban,Excellent,Yes,442613
1246,4536,4,4,2,1951,Suburban,Good,No,840243
931,3889,4,3,2,1927,Urban,Fair,Yes,513506
197,2549,5,4,3,1989,Suburban,Excellent,No,647689
580,4678,5,1,1,1912,Downtown,Good,Yes,56611
1135,4459,2,2,2,1956,Downtown,Good,Yes,120605
1814,3459,5,2,2,1909,Suburban,Excellent,No,462230
1935,1400,3,3,1,2019,Urban,Good,No,991869
434,1095,3,4,2,1990,Rural,Fair,No,624694
101,706,1,3,1,2000,Urban,Fair,Yes,305315
1655,1416,4,2,2,1990,Urban,Excellent,No,117804
395,4469,1,4,3,2016,Suburban,Poor,No,374377
1939,2885,5,3,2,1990,Urban,Poor,No,757508
221,4277,4,4,3,1963,Urban,Poor,Yes,961508
1676,3864,2,2,3,1976,Suburban,Good,Yes,986184
1498,2882,3,2,3,1946,Rural,Excellent,Yes,280755
1785,3323,5,4,3,2005,Suburban,Good,Yes,675207
345,4570,3,3,2,1915,Suburban,Fair,No,279602
1028,2574,3,4,3,2007,Rural,Poor,Yes,227398
889,4521,3,3,3,1995,Downtown,Fair,Yes,824769
1351,4098,3,3,1,2023,Rural,Poor,No,866473
553,4985,1,2,1,2002,Downtown,Excellent,Yes,981539
744,2073,5,1,3,1908,Suburban,Good,Yes,637596
1542,3874,1,3,3,1924,Rural,Excellent,Yes,846075
539,1645,1,1,1,1936,Rural,Fair,No,961352
907,4620,2,2,1,1971,Suburban,Poor,Yes,197748
1395,1889,4,3,1,2015,Suburban,Excellent,Yes,866615
116,2097,3,4,2,1931,Downtown,Fair,No,844686
830,2357,3,2,3,1928,Rural,Fair,Yes,695214
1938,741,4,4,3,1951,Rural,Good,Yes,663337
809,4187,5,3,2,1952,Suburban,Poor,No,914945
1311,2853,1,4,1,2000,Urban,Excellent,No,586498
1005,3099,1,2,3,1997,Suburban,Good,No,999656
306,1353,5,1,1,1928,Rural,Fair,Yes,563611
1101,4142,2,2,2,2022,Downtown,Excellent,Yes,464546
480,1010,3,3,2,1925,Urban,Excellent,Yes,749192
1424,2669,3,4,3,1922,Urban,Poor,No,194608
1076,4703,1,3,1,1984,Urban,Good,Yes,357248
571,1010,4,1,3,1925,Rural,Fair,Yes,528076
619,3972,3,2,1,2005,Urban,Excellent,Yes,93021
1898,3210,2,3,1,1974,Downtown,Good,Yes,921612
1266,2216,4,3,1,2011,Downtown,Good,No,670218
79,3195,5,3,2,1977,Urban,Fair,No,961995
1912,1108,3,4,1,1902,Downtown,Poor,No,658725
33,4390,1,1,1,2020,Rural,Poor,No,202185
1538,4856,5,3,2,1936,Suburban,Excellent,Yes,800639
1034,2208,5,2,2,1982,Suburban,Good,Yes,768598
1563,2079,2,4,2,1922,Suburban,Excellent,Yes,830644
352,4006,5,4,3,2012,Downtown,Good,No,687854
164,2827,4,2,1,1919,Suburban,Excellent,No,439522
204,2755,5,4,3,1902,Urban,Good,Yes,822411
1054,1833,3,4,1,1940,Suburban,Good,Yes,697659
1365,1019,3,3,1,1907,Downtown,Fair,No,682822
1967,4397,2,1,2,2010,Downtown,Poor,Yes,526908
496,1743,5,2,3,1920,Suburban,Poor,Yes,591285
1625,4173,5,1,1,1969,Rural,Fair,No,215369
1966,741,2,4,3,1947,Downtown,Excellent,No,649262
1963,1071,3,3,3,1972,Suburban,Poor,Yes,880154
611,1831,1,1,2,1983,Downtown,Excellent,No,905010
433,4452,2,3,3,1900,Urban,Good,Yes,559966
1492,3953,3,4,3,1910,Suburban,Excellent,No,235715
219,3461,1,3,1,1940,Suburban,Excellent,No,582046
1931,4216,5,3,1,2005,Downtown,Excellent,Yes,356297
1466,3927,1,4,3,2022,Suburban,Poor,Yes,711944
631,1260,5,4,2,1986,Downtown,Fair,No,619601
1382,1020,3,1,1,1941,Downtown,Fair,Yes,980291
1302,777,3,4,3,2011,Downtown,Poor,No,393671
60,661,4,4,2,1921,Downtown,Excellent,No,175407
299,4347,5,4,1,1995,Urban,Excellent,No,445340
1711,4030,4,3,1,1921,Downtown,Poor,No,66220
74,2562,5,3,3,1959,Suburban,Excellent,No,873622
163,4889,2,2,1,1957,Rural,Good,Yes,330558
1275,4008,4,4,1,2018,Suburban,Excellent,No,796648
1594,1708,2,3,1,1936,Urban,Excellent,Yes,169342
1434,2556,1,3,2,1907,Urban,Fair,No,93815
1613,3985,5,3,3,2020,Urban,Good,Yes,832680
592,4462,3,4,3,1921,Suburban,Good,No,716933
317,3624,4,4,3,1922,Suburban,Excellent,No,978735
46,3056,5,1,1,2015,Urban,Good,Yes,396872
1720,2298,2,3,3,1926,Urban,Fair,No,932622
1832,3007,1,3,3,1937,Downtown,Fair,No,629088
428,4351,4,2,1,1910,Rural,Excellent,No,576961
582,4646,2,4,3,1911,Urban,Excellent,No,921044
77,3068,3,2,3,1972,Rural,Excellent,No,813277
1917,1319,4,2,1,1913,Urban,Poor,No,160675
1415,501,1,1,1,1955,Suburban,Poor,No,302990
781,3891,1,4,1,1935,Downtown,Good,Yes,668470
1920,919,1,2,3,1941,Downtown,Excellent,Yes,909029
1174,645,2,3,1,1933,Downtown,Poor,No,913018
1320,3604,4,1,3,1988,Urban,Fair,Yes,382597
938,3995,3,3,1,1969,Downtown,Excellent,Yes,979700
31,3702,1,4,2,1953,Suburban,Poor,No,902609
1092,715,1,3,1,1901,Suburban,Excellent,No,698852
1616,802,5,1,1,1969,Suburban,Fair,No,682909
1230,1855,4,3,3,2003,Downtown,Good,No,657050
975,1274,4,4,2,1992,Rural,Excellent,Yes,239913
1085,3504,1,3,3,1921,Downtown,Excellent,Yes,287145
515,2352,1,1,2,1975,Urban,Fair,No,572485
1551,3932,1,3,2,2021,Rural,Fair,Yes,726651
1568,1119,3,3,3,1987,Urban,Excellent,No,520917
1811,2993,3,4,3,1930,Downtown,Poor,No,219598
1574,1468,2,2,1,1974,Urban,Excellent,Yes,957107
45,1978,1,4,2,2008,Suburban,Good,Yes,641880
1687,906,2,2,2,1955,Urban,Excellent,Yes,87869
169,1108,3,1,1,2001,Suburban,Fair,Yes,747785
304,3274,2,4,1,1949,Downtown,Fair,No,826653
991,1304,2,3,1,1990,Downtown,Poor,Yes,220458
556,2444,4,4,3,1957,Suburban,Fair,Yes,572247
1925,2544,5,2,2,1931,Rural,Poor,Yes,681359
608,1858,1,2,2,1971,Rural,Poor,No,811299
1619,2363,2,1,3,2006,Downtown,Poor,No,156759
758,2119,4,4,1,1944,Rural,Good,Yes,138771
439,895,3,4,3,1911,Rural,Good,Yes,587953
583,1216,3,2,1,1947,Rural,Poor,No,883334
1519,2840,1,3,1,1971,Rural,Excellent,No,730947
528,4137,4,1,2,1968,Urban,Poor,No,477894
343,4172,5,1,2,1929,Rural,Poor,Yes,790537
1737,4183,5,4,2,1992,Urban,Poor,Yes,157271
368,3751,4,3,2,1916,Urban,Poor,Yes,975775
186,3476,2,1,2,1944,Rural,Excellent,No,296509
1117,1326,2,1,2,1996,Downtown,Excellent,No,934729
1755,3137,2,1,3,1969,Rural,Good,Yes,421467
1426,3541,2,4,2,1957,Downtown,Good,Yes,744199
301,3201,1,4,2,1926,Suburban,Fair,No,743411
1904,2630,4,1,1,1980,Downtown,Good,No,838525
833,3353,4,2,3,1925,Rural,Poor,No,526684
544,3279,1,1,2,1910,Downtown,Excellent,No,422332
1601,1391,3,4,3,2001,Downtown,Poor,Yes,788650
351,2179,4,1,1,1964,Rural,Poor,Yes,205183
1933,2793,4,3,2,1980,Suburban,Good,No,350646
1511,3414,5,1,3,1981,Urban,Excellent,No,899246
979,4195,3,4,1,1981,Rural,Good,Yes,716205
176,1159,4,2,1,1951,Suburban,Good,No,759687
483,1655,4,1,1,2021,Suburban,Excellent,No,476855
1413,1435,2,4,3,2006,Downtown,Excellent,Yes,727748
1611,4373,1,3,1,1925,Downtown,Poor,No,67215
124,2538,4,3,1,1948,Rural,Fair,Yes,415169
600,3314,1,2,3,1952,Rural,Good,Yes,854660
1795,3161,2,3,3,1941,Suburban,Good,No,329373
1746,1130,3,3,3,1963,Suburban,Excellent,No,492113
1379,4465,5,4,3,1978,Downtown,Good,Yes,276577
1186,1438,5,2,2,1908,Urban,Poor,No,514674
486,3986,2,1,1,1947,Suburban,Good,Yes,687475
332,1240,4,4,3,1978,Urban,Fair,Yes,54090
789,577,4,4,1,1924,Suburban,Good,Yes,584398
195,1516,5,3,1,1928,Rural,Good,No,478082
638,3766,2,4,3,1914,Suburban,Excellent,Yes,407470
472,3736,1,2,1,1901,Suburban,Fair,Yes,627564
1714,4154,2,3,1,1990,Urban,Poor,No,445462
323,4864,5,3,3,1904,Rural,Good,No,945954
1197,1324,2,2,1,1905,Downtown,Good,No,667300
267,1480,5,3,1,1984,Downtown,Excellent,Yes,778165
1544,3581,4,3,2,2005,Suburban,Excellent,No,462167
1804,2368,3,3,3,1912,Downtown,Good,Yes,838695
68,837,3,2,3,1928,Suburban,Fair,Yes,815034
1738,3773,1,1,3,1942,Suburban,Poor,Yes,744896
1593,4368,5,4,2,1976,Downtown,Fair,No,51845
1564,2703,2,3,3,1982,Rural,Good,No,944370
481,4812,3,2,1,1928,Downtown,Excellent,No,166196
1757,940,5,2,3,1987,Suburban,Fair,Yes,789126
1913,2138,2,3,3,2015,Urban,Excellent,Yes,405113
1441,2213,1,3,1,1949,Urban,Fair,No,760463
1461,2060,4,2,1,1906,Suburban,Excellent,No,506123
888,2354,3,1,3,2007,Suburban,Excellent,No,300396
423,4579,4,1,3,1972,Suburban,Poor,Yes,88886
1675,4899,3,4,2,1920,Downtown,Fair,Yes,857662
1450,1399,1,2,2,1943,Downtown,Fair,No,141860
765,3458,2,2,2,1913,Urban,Fair,Yes,660355
520,3311,4,2,2,1945,Suburban,Good,No,500953
1432,1134,2,4,3,1921,Downtown,Poor,No,591465
614,1858,1,3,1,2013,Rural,Good,No,322530
1531,3716,4,3,1,1970,Rural,Fair,Yes,142643
1783,4110,1,4,2,2017,Downtown,Excellent,No,815784
1659,4900,1,2,1,1992,Downtown,Fair,Yes,261087
454,3116,4,3,2,1945,Urban,Poor,Yes,218082
731,617,4,4,3,1949,Rural,Good,No,113528
535,857,4,2,2,1932,Downtown,Excellent,Yes,196123
966,1811,1,3,3,1970,Rural,Poor,No,386940
1285,794,3,2,2,2013,Downtown,Poor,Yes,632570
1740,3540,4,4,2,1939,Downtown,Poor,Yes,494049
262,3670,5,2,2,1910,Downtown,Good,Yes,562193
536,3519,5,1,3,1938,Urban,Good,Yes,447530
